Age,Gender,Education Level,Job Title,Years of Experience,Salary (USD),Race
45.0,Male,PhD,Software/Developer,15.0,185000.0,White
29.0,Male,Bachelors,Other,3.0,90000.0,White
29.0,Male,Bachelors,Software/Developer,3.0,80000.0,Mixed
29.0,Female,Bachelors,Software/Developer,3.0,85000.0,Australian
48.0,Male,PhD,Other,16.0,190000.0,White
43.0,Female,Masters,Software/Developer,11.0,160000.0,White
62.0,Male,PhD,Software/Developer,19.0,200000.0,Mixed
54.0,Male,PhD,Software/Developer,17.0,195000.0,Asian
60.0,Male,PhD,Software/Developer,18.0,195000.0,White
54.0,Female,PhD,Software/Developer,14.0,190000.0,Australian
27.0,Female,Masters,Other,3.0,95000.0,African American
23.0,Male,Bachelors,Software/Developer,1.0,55000.0,Asian
45.0,Male,PhD,Software/Developer,13.0,185000.0,White
32.0,Female,Masters,Other,5.0,120000.0,Black
57.0,Male,PhD,Software/Developer,16.0,195000.0,Korean
47.0,Male,PhD,Software/Developer,14.0,175000.0,White
25.0,Female,Masters,Software/Developer,2.0,75000.0,White
58.0,Male,PhD,Software/Developer,17.0,200000.0,Welsh
41.0,Female,Masters,Software/Developer,12.0,160000.0,Asian
41.0,Male,PhD,Software/Developer,12.0,175000.0,Hispanic
26.0,Male,Bachelors,Software/Developer,2.0,70000.0,Korean
47.0,Male,PhD,Software/Developer,15.0,180000.0,White
24.0,Female,Bachelors,Software/Developer,1.0,60000.0,White
48.0,Male,PhD,Other,16.0,190000.0,Australian
32.0,Male,Bachelors,Other,5.0,120000.0,Australian
61.0,Male,PhD,Software/Developer,20.0,200000.0,Hispanic
45.0,Male,PhD,Other,14.0,185000.0,Asian
50.0,Female,PhD,Software/Developer,16.0,190000.0,Asian
53.0,Male,PhD,Software/Developer,18.0,195000.0,Australian
47.0,Female,PhD,Software/Developer,14.0,170000.0,White
23.0,Male,Bachelors,Software/Developer,1.0,55000.0,White
33.0,Male,Masters,Software/Developer,6.0,130000.0,Korean
42.0,Male,PhD,Software/Developer,14.0,180000.0,Chinese
45.0,Male,PhD,Other,14.0,185000.0,White
23.0,Male,Bachelors,Software/Developer,1.0,55000.0,Korean
37.0,Male,Masters,Software/Developer,9.0,145000.0,White
44.0,Female,Masters,Other,12.0,170000.0,White
54.0,Male,PhD,Software/Developer,17.0,195000.0,Mixed
38.0,Female,Masters,Software/Developer,10.0,155000.0,Asian
34.0,Male,Masters,Other,6.0,125000.0,Hispanic
46.0,Female,PhD,Software/Developer,14.0,180000.0,Korean
30.0,Male,Bachelors,Software/Developer,4.0,95000.0,Chinese
44.0,Female,Masters,Software/Developer,11.0,170000.0,White
27.0,Female,Masters,Other,3.0,100000.0,Asian
42.0,Male,PhD,Other,14.0,175000.0,Korean
27.0,Male,Bachelors,Software/Developer,3.0,80000.0,Mixed
54.0,Male,PhD,Software/Developer,18.0,195000.0,Black
38.0,Male,Masters,Software/Developer,10.0,155000.0,Black
31.0,Male,Masters,Other,6.0,125000.0,Chinese
28.0,Female,Masters,Other,4.0,110000.0,Asian
30.0,Female,Masters,Software/Developer,6.0,130000.0,Asian
54.0,Male,PhD,Software/Developer,16.0,190000.0,White
62.0,Male,PhD,Software/Developer,20.0,200000.0,Asian
62.0,Male,PhD,Software/Developer,19.0,200000.0,Asian
37.0,Male,Masters,Software/Developer,9.0,150000.0,White
31.0,Male,Masters,Software/Developer,7.0,140000.0,Mixed
58.0,Female,PhD,Software/Developer,17.0,195000.0,White
56.0,Male,PhD,Software/Developer,17.0,195000.0,White
23.0,Female,Bachelors,Software/Developer,1.0,55000.0,Asian
49.0,Male,PhD,Software/Developer,15.0,185000.0,White
32.0,Female,Masters,Other,5.0,120000.0,White
52.0,Female,PhD,Software/Developer,16.0,190000.0,White
32.0,Female,Masters,Other,6.0,130000.0,Korean
50.0,Female,PhD,Software/Developer,16.0,190000.0,Asian
32.0,Male,Masters,Software/Developer,6.0,130000.0,Chinese
34.0,Male,Masters,Other,7.0,140000.0,White
28.0,Male,Bachelors,Software/Developer,2.0,70000.0,White
44.0,Male,Masters,Other,11.0,170000.0,Asian
55.0,Male,PhD,Software/Developer,17.0,190000.0,White
27.0,Male,Bachelors,Software/Developer,3.0,80000.0,Australian
46.0,Male,PhD,Software/Developer,14.0,180000.0,Asian
27.0,Female,Masters,Software/Developer,2.0,70000.0,Mixed
45.0,Male,PhD,Other,14.0,185000.0,Chinese
23.0,Female,Bachelors,Software/Developer,1.0,55000.0,African American
36.0,Female,Masters,Other,8.0,140000.0,White
47.0,Female,PhD,Software/Developer,14.0,170000.0,Black
33.0,Male,Masters,Software/Developer,6.0,130000.0,Chinese
43.0,Male,PhD,Software/Developer,13.0,180000.0,African American
30.0,Male,Bachelors,Software/Developer,4.0,95000.0,White
28.0,Female,Bachelors,Software/Developer,2.0,70000.0,Mixed
43.0,Male,Masters,Other,12.0,165000.0,White
43.0,Male,PhD,Other,13.0,185000.0,Korean
36.0,Male,Masters,Software/Developer,7.0,140000.0,White
24.0,Male,Bachelors,Software/Developer,1.0,60000.0,White
28.0,Female,Bachelors,Software/Developer,3.0,80000.0,Asian
37.0,Male,Masters,Software/Developer,9.0,150000.0,White
41.0,Female,PhD,Software/Developer,14.0,185000.0,Asian
26.0,Male,Bachelors,Software/Developer,2.0,70000.0,White
28.0,Female,Masters,Software/Developer,3.0,90000.0,White
43.0,Male,PhD,Software/Developer,12.0,170000.0,Asian
42.0,Male,PhD,Software/Developer,14.0,170000.0,African American
48.0,Male,PhD,Other,16.0,190000.0,Black
27.0,Female,Masters,Software/Developer,2.0,70000.0,Hispanic
49.0,Male,PhD,Software/Developer,15.0,185000.0,Asian
44.0,Male,PhD,Other,12.0,170000.0,Black
27.0,Female,Masters,Other,3.0,100000.0,Asian
37.0,Male,Masters,Software/Developer,10.0,155000.0,White
44.0,Female,Masters,Other,12.0,170000.0,Asian
56.0,Male,PhD,Software/Developer,18.0,195000.0,Australian
49.0,Male,PhD,Software/Developer,15.0,185000.0,Asian
27.0,Male,Bachelors,Software/Developer,2.0,70000.0,African American
48.0,Male,PhD,Other,16.0,190000.0,Korean
31.0,Male,Masters,Other,7.0,140000.0,White
25.0,Male,Bachelors,Software/Developer,1.0,60000.0,Asian
50.0,Male,PhD,Software/Developer,16.0,190000.0,White
46.0,Male,PhD,Software/Developer,14.0,180000.0,White
33.0,Male,Masters,Other,6.0,130000.0,Black
42.0,Male,PhD,Software/Developer,14.0,170000.0,Asian
41.0,Male,PhD,Other,12.0,165000.0,Australian
43.0,Male,PhD,Other,13.0,185000.0,Mixed
32.0,Male,Masters,Software/Developer,6.0,130000.0,Asian
24.0,Male,Bachelors,Software/Developer,1.0,60000.0,Asian
44.0,Female,Masters,Software/Developer,11.0,170000.0,Korean
36.0,Male,Masters,Software/Developer,7.0,140000.0,White
28.0,Female,Masters,Other,4.0,110000.0,White
28.0,Male,Bachelors,Software/Developer,2.0,70000.0,White
37.0,Male,Masters,Software/Developer,9.0,145000.0,Asian
54.0,Male,PhD,Software/Developer,16.0,190000.0,Hispanic
58.0,Male,PhD,Software/Developer,17.0,200000.0,White
27.0,Male,Bachelors,Software/Developer,3.0,80000.0,Black
30.0,Male,Bachelors,Software/Developer,4.0,95000.0,African American
27.0,Female,Masters,Other,3.0,100000.0,Hispanic
54.0,Male,PhD,Software/Developer,17.0,195000.0,Asian
49.0,Male,PhD,Software/Developer,15.0,185000.0,White
38.0,Male,Masters,Software/Developer,10.0,155000.0,Asian
54.0,Male,PhD,Software/Developer,18.0,195000.0,White
31.0,Male,Masters,Other,6.0,125000.0,Hispanic
56.0,Male,PhD,Software/Developer,17.0,195000.0,Black
31.0,Male,Masters,Software/Developer,7.0,140000.0,Mixed
42.0,Male,PhD,Software/Developer,14.0,170000.0,Korean
44.0,Male,Masters,Other,11.0,170000.0,White
37.0,Male,Masters,Software/Developer,9.0,150000.0,Asian
24.0,Female,Bachelors,Software/Developer,1.0,60000.0,Hispanic
27.0,Male,Bachelors,Software/Developer,2.0,70000.0,Australian
42.0,Male,PhD,Software/Developer,14.0,170000.0,White
24.0,Female,Bachelors,Software/Developer,1.0,55000.0,White
28.0,Female,Bachelors,Software/Developer,3.0,80000.0,Welsh
43.0,Male,PhD,Other,13.0,185000.0,Asian
31.0,Male,Masters,Other,7.0,140000.0,Korean
43.0,Male,PhD,Software/Developer,13.0,180000.0,Asian
27.0,Female,Masters,Software/Developer,2.0,70000.0,Korean
49.0,Male,PhD,Software/Developer,15.0,185000.0,White
48.0,Male,PhD,Other,16.0,190000.0,White
30.0,Female,Masters,Software/Developer,6.0,130000.0,Australian
28.0,Female,Masters,Other,4.0,110000.0,White
46.0,Male,PhD,Software/Developer,14.0,180000.0,Korean
37.0,Male,Masters,Software/Developer,9.0,145000.0,African American
42.0,Male,PhD,Software/Developer,14.0,170000.0,Korean
43.0,Male,PhD,Other,12.0,165000.0,Chinese
31.0,Male,Masters,Software/Developer,7.0,140000.0,White
56.0,Male,PhD,Software/Developer,17.0,195000.0,White
37.0,Male,Masters,Software/Developer,10.0,155000.0,White
54.0,Male,PhD,Software/Developer,16.0,190000.0,Asian
58.0,Male,PhD,Software/Developer,17.0,195000.0,Asian
33.0,Male,Masters,Software/Developer,6.0,130000.0,Chinese
29.0,Female,Bachelors,Software/Developer,3.0,85000.0,White
52.0,Male,PhD,Software/Developer,18.0,200000.0,White
36.0,Male,Masters,Other,8.0,140000.0,Hispanic
26.0,Male,Bachelors,Software/Developer,2.0,65000.0,Asian
47.0,Male,PhD,Other,16.0,190000.0,Australian
32.0,Male,Masters,Other,6.0,120000.0,Black
29.0,Male,Bachelors,Software/Developer,3.0,80000.0,Asian
28.0,Female,Masters,Software/Developer,3.0,90000.0,Hispanic
54.0,Male,PhD,Software/Developer,16.0,190000.0,Asian
57.0,Male,PhD,Software/Developer,18.0,200000.0,Australian
51.0,Male,PhD,Software/Developer,16.0,190000.0,Mixed
28.0,Female,Masters,Other,4.0,110000.0,Asian
46.0,Male,PhD,Software/Developer,14.0,180000.0,White
27.0,Female,Masters,Software/Developer,2.0,65000.0,Asian
45.0,Male,PhD,Other,14.0,185000.0,Hispanic
23.0,Female,Bachelors,Software/Developer,1.0,55000.0,Australian
36.0,Male,Masters,Other,7.0,130000.0,Asian
48.0,Male,PhD,Other,16.0,190000.0,Korean
33.0,Female,Masters,Other,5.0,120000.0,Australian
38.0,Female,Masters,Software/Developer,10.0,155000.0,Australian
51.0,Male,PhD,Software/Developer,16.0,190000.0,Hispanic
27.0,Female,Masters,Other,3.0,100000.0,Asian
37.0,Male,Masters,Software/Developer,9.0,150000.0,Chinese
44.0,Female,Masters,Other,12.0,170000.0,White
27.0,Male,Bachelors,Software/Developer,3.0,80000.0,Australian
38.0,Male,Masters,Software/Developer,10.0,155000.0,Asian
54.0,Male,PhD,Software/Developer,17.0,195000.0,African American
49.0,Male,PhD,Software/Developer,15.0,185000.0,Asian
27.0,Male,Bachelors,Software/Developer,2.0,70000.0,White
48.0,Male,PhD,Other,16.0,190000.0,White
31.0,Male,Masters,Other,7.0,140000.0,Asian
25.0,Male,Bachelors,Software/Developer,1.0,55000.0,White
50.0,Male,PhD,Software/Developer,16.0,190000.0,Australian
46.0,Male,PhD,Software/Developer,14.0,180000.0,White
33.0,Male,Masters,Other,6.0,130000.0,African American
42.0,Male,PhD,Software/Developer,14.0,170000.0,Asian
41.0,Male,PhD,Other,12.0,165000.0,White
43.0,Male,PhD,Other,13.0,185000.0,White
32.0,Male,Masters,Software/Developer,6.0,130000.0,Korean
24.0,Male,Bachelors,Software/Developer,1.0,60000.0,Hispanic
44.0,Female,Masters,Software/Developer,11.0,170000.0,Australian
36.0,Male,Masters,Software/Developer,7.0,140000.0,Asian
28.0,Female,Masters,Other,4.0,110000.0,Asian
28.0,Male,Bachelors,Software/Developer,2.0,70000.0,Korean
37.0,Male,Masters,Software/Developer,9.0,145000.0,Black
54.0,Male,PhD,Software/Developer,16.0,190000.0,White
58.0,Male,PhD,Software/Developer,17.0,200000.0,Black
27.0,Male,Bachelors,Software/Developer,3.0,80000.0,White
30.0,Male,Bachelors,Software/Developer,4.0,95000.0,White
27.0,Female,Masters,Other,3.0,100000.0,White
54.0,Male,PhD,Software/Developer,17.0,195000.0,Asian
49.0,Male,PhD,Software/Developer,15.0,185000.0,African American
38.0,Male,Masters,Software/Developer,10.0,155000.0,Asian
54.0,Male,PhD,Software/Developer,18.0,195000.0,Chinese
31.0,Male,Masters,Other,6.0,125000.0,Korean
56.0,Male,PhD,Software/Developer,17.0,195000.0,Korean
31.0,Male,Masters,Software/Developer,7.0,140000.0,Black
42.0,Male,PhD,Software/Developer,14.0,170000.0,Australian
44.0,Male,Masters,Other,11.0,170000.0,White
37.0,Male,Masters,Software/Developer,9.0,150000.0,Asian
24.0,Female,Bachelors,Software/Developer,1.0,60000.0,Australian
27.0,Male,Bachelors,Software/Developer,2.0,70000.0,Welsh
42.0,Male,PhD,Software/Developer,14.0,170000.0,White
24.0,Female,Bachelors,Software/Developer,1.0,55000.0,Welsh
28.0,Female,Bachelors,Software/Developer,3.0,80000.0,White
43.0,Male,PhD,Other,13.0,185000.0,White
31.0,Male,Masters,Other,7.0,140000.0,White
43.0,Male,PhD,Software/Developer,13.0,180000.0,White
27.0,Female,Masters,Software/Developer,2.0,70000.0,White
49.0,Male,PhD,Software/Developer,15.0,185000.0,Welsh
48.0,Male,PhD,Other,16.0,190000.0,White
31.0,Male,Masters,Other,6.0,125000.0,Asian
40.0,Male,PhD,Software/Developer,12.0,160000.0,Mixed
36.0,Male,Masters,Software/Developer,8.0,140000.0,White
54.0,Male,PhD,Software/Developer,17.0,195000.0,White
27.0,Male,Bachelors,Software/Developer,2.0,70000.0,African American
28.0,Male,Bachelors,Software/Developer,2.0,70000.0,White
44.0,Male,Masters,Other,11.0,170000.0,Black
43.0,Male,PhD,Other,13.0,185000.0,Korean
54.0,Male,PhD,Software/Developer,17.0,195000.0,Black
32.0,Male,Masters,Software/Developer,6.0,130000.0,Asian
38.0,Male,Masters,Software/Developer,10.0,155000.0,White
49.0,Male,PhD,Software/Developer,15.0,185000.0,Asian
27.0,Male,Bachelors,Software/Developer,3.0,80000.0,Mixed
54.0,Male,PhD,Software/Developer,17.0,195000.0,Chinese
31.0,Male,Masters,Other,7.0,135000.0,Australian
24.0,Male,Bachelors,Software/Developer,1.0,55000.0,White
48.0,Male,PhD,Other,16.0,190000.0,Asian
27.0,Female,Masters,Software/Developer,2.0,70000.0,Chinese
43.0,Male,PhD,Other,13.0,185000.0,Australian
44.0,Male,Masters,Other,11.0,170000.0,Australian
37.0,Male,Masters,Software/Developer,9.0,150000.0,Korean
56.0,Male,PhD,Software/Developer,17.0,195000.0,White
28.0,Male,Bachelors,Software/Developer,2.0,70000.0,Mixed
54.0,Male,PhD,Software/Developer,17.0,195000.0,Asian
31.0,Male,Masters,Other,6.0,125000.0,Chinese
49.0,Male,PhD,Software/Developer,15.0,185000.0,Australian
27.0,Female,Masters,Software/Developer,2.0,70000.0,Mixed
38.0,Male,Masters,Software/Developer,10.0,155000.0,White
27.0,Male,Bachelors,Software/Developer,3.0,80000.0,White
43.0,Male,PhD,Other,13.0,185000.0,White
48.0,Male,PhD,Other,16.0,190000.0,Asian
44.0,Male,Masters,Other,11.0,170000.0,Asian
54.0,Male,PhD,Software/Developer,17.0,195000.0,Chinese
37.0,Male,Masters,Software/Developer,9.0,150000.0,Mixed
28.0,Male,Bachelors,Software/Developer,2.0,70000.0,White
27.0,Female,Masters,Software/Developer,2.0,70000.0,Asian
49.0,Male,PhD,Software/Developer,15.0,185000.0,Welsh
31.0,Male,Masters,Other,7.0,135000.0,Asian
27.0,Male,Bachelors,Software/Developer,3.0,80000.0,White
54.0,Male,PhD,Software/Developer,17.0,195000.0,Welsh
38.0,Male,Masters,Software/Developer,10.0,155000.0,Australian
44.0,Male,Masters,Other,11.0,170000.0,Welsh
43.0,Male,PhD,Other,13.0,185000.0,Black
27.0,Male,Bachelors,Software/Developer,2.0,70000.0,Black
48.0,Male,PhD,Other,16.0,190000.0,Black
31.0,Male,Masters,Other,6.0,125000.0,Asian
54.0,Male,PhD,Software/Developer,17.0,195000.0,Australian
37.0,Male,Masters,Software/Developer,9.0,150000.0,White
28.0,Male,Bachelors,Software/Developer,2.0,70000.0,Mixed
27.0,Female,Masters,Software/Developer,2.0,70000.0,Korean
34.0,Male,Bachelors,Software/Developer,5.0,95000.0,White
43.0,Female,Masters,Software/Developer,12.0,170000.0,Asian
27.0,Male,Bachelors,Software/Developer,2.0,75000.0,Asian
56.0,Female,PhD,Software/Developer,18.0,210000.0,White
32.0,Male,Masters,Other,7.0,135000.0,White
40.0,Male,PhD,Software/Developer,12.0,160000.0,White
23.0,Male,Bachelors,Software/Developer,1.0,55000.0,African American
46.0,Male,PhD,Other,16.0,190000.0,White
41.0,Female,PhD,Other,11.0,165000.0,Asian
28.0,Female,Bachelors,Software/Developer,3.0,80000.0,Black
34.0,Male,Bachelors,Software/Developer,6.0,120000.0,Asian
49.0,Male,PhD,Software/Developer,15.0,185000.0,Mixed
43.0,Male,PhD,Other,13.0,185000.0,Black
54.0,Male,PhD,Software/Developer,16.0,190000.0,Mixed
36.0,Male,Masters,Software/Developer,8.0,140000.0,Black
33.0,Male,Masters,Other,6.0,130000.0,Welsh
27.0,Female,Masters,Software/Developer,2.0,70000.0,White
44.0,Male,Masters,Other,11.0,170000.0,White
31.0,Male,Masters,Other,6.0,125000.0,Korean
38.0,Male,Masters,Software/Developer,10.0,155000.0,Hispanic
27.0,Male,Bachelors,Software/Developer,2.0,70000.0,African American
54.0,Male,PhD,Software/Developer,17.0,195000.0,White
31.0,Male,Masters,Software/Developer,7.0,140000.0,White
32.0,Male,Masters,Software/Developer,6.0,130000.0,White
38.0,Female,Masters,Software/Developer,10.0,155000.0,Asian
51.0,Male,PhD,Software/Developer,16.0,190000.0,Asian
28.0,Male,Bachelors,Software/Developer,2.0,70000.0,Mixed
27.0,Male,Bachelors,Software/Developer,3.0,80000.0,Asian
43.0,Male,PhD,Other,13.0,185000.0,White
27.0,Female,Masters,Other,3.0,100000.0,White
49.0,Male,PhD,Software/Developer,15.0,185000.0,Asian
48.0,Male,PhD,Other,16.0,190000.0,Australian
31.0,Male,Masters,Other,7.0,135000.0,White
40.0,Female,PhD,Software/Developer,12.0,160000.0,White
24.0,Male,Bachelors,Software/Developer,1.0,55000.0,White
27.0,Male,Bachelors,Software/Developer,3.0,80000.0,White
42.0,Male,PhD,Software/Developer,14.0,170000.0,Asian
24.0,Female,Bachelors,Software/Developer,1.0,55000.0,Welsh
28.0,Female,Bachelors,Software/Developer,3.0,80000.0,African American
43.0,Male,PhD,Other,13.0,185000.0,White
31.0,Male,Masters,Other,7.0,140000.0,Asian
43.0,Male,PhD,Software/Developer,13.0,180000.0,White
27.0,Female,Masters,Software/Developer,2.0,70000.0,Australian
49.0,Male,PhD,Software/Developer,15.0,185000.0,African American
48.0,Male,PhD,Other,16.0,190000.0,Mixed
31.0,Male,Masters,Other,6.0,125000.0,Asian
40.0,Male,PhD,Software/Developer,12.0,160000.0,Chinese
36.0,Male,Masters,Software/Developer,8.0,140000.0,Welsh
54.0,Male,PhD,Software/Developer,17.0,195000.0,Asian
27.0,Male,Bachelors,Software/Developer,2.0,70000.0,Australian
28.0,Male,Bachelors,Software/Developer,2.0,70000.0,African American
44.0,Male,Masters,Other,11.0,170000.0,White
43.0,Male,PhD,Other,13.0,185000.0,Chinese
54.0,Male,PhD,Software/Developer,17.0,195000.0,Asian
32.0,Male,Masters,Software/Developer,6.0,130000.0,Australian
38.0,Male,Masters,Software/Developer,10.0,155000.0,Mixed
49.0,Male,PhD,Software/Developer,15.0,185000.0,Mixed
27.0,Male,Bachelors,Software/Developer,3.0,80000.0,Black
54.0,Male,PhD,Software/Developer,17.0,195000.0,White
31.0,Male,Masters,Other,7.0,135000.0,White
24.0,Male,Bachelors,Software/Developer,1.0,55000.0,White
48.0,Male,PhD,Other,16.0,190000.0,White
27.0,Female,Masters,Software/Developer,2.0,70000.0,Black
43.0,Male,PhD,Other,13.0,185000.0,Hispanic
44.0,Male,Masters,Other,11.0,170000.0,Asian
37.0,Male,Masters,Software/Developer,9.0,150000.0,Asian
56.0,Male,PhD,Software/Developer,17.0,195000.0,Welsh
28.0,Male,Bachelors,Software/Developer,2.0,70000.0,Hispanic
54.0,Male,PhD,Software/Developer,17.0,195000.0,Asian
31.0,Male,Masters,Other,6.0,125000.0,Asian
49.0,Male,PhD,Software/Developer,15.0,185000.0,White
54.0,Male,PhD,Software/Developer,17.0,195000.0,Black
27.0,Male,Bachelors,Software/Developer,3.0,80000.0,White
42.0,Male,PhD,Software/Developer,14.0,170000.0,Korean
38.0,Male,Masters,Software/Developer,10.0,155000.0,White
43.0,Male,PhD,Other,13.0,185000.0,White
27.0,Male,Bachelors,Software/Developer,2.0,70000.0,Asian
31.0,Male,Masters,Other,7.0,140000.0,Asian
54.0,Male,PhD,Software/Developer,17.0,195000.0,Asian
36.0,Male,Masters,Software/Developer,8.0,140000.0,Black
27.0,Female,Masters,Software/Developer,2.0,70000.0,African American
49.0,Male,PhD,Software/Developer,15.0,185000.0,Chinese
48.0,Male,PhD,Other,16.0,190000.0,Mixed
31.0,Male,Masters,Other,7.0,135000.0,African American
40.0,Female,PhD,Software/Developer,12.0,160000.0,White
24.0,Male,Bachelors,Software/Developer,1.0,55000.0,Welsh
27.0,Male,Bachelors,Software/Developer,3.0,80000.0,Chinese
43.0,Male,PhD,Other,13.0,185000.0,White
27.0,Female,Masters,Other,3.0,100000.0,Mixed
49.0,Male,PhD,Software/Developer,15.0,185000.0,Asian
48.0,Male,PhD,Other,16.0,190000.0,White
31.0,Male,Masters,Other,6.0,125000.0,White
40.0,Male,PhD,Software/Developer,12.0,160000.0,Hispanic
36.0,Male,Masters,Software/Developer,8.0,140000.0,Korean
54.0,Male,PhD,Software/Developer,17.0,195000.0,Asian
27.0,Male,Bachelors,Software/Developer,2.0,70000.0,Australian
28.0,Male,Bachelors,Software/Developer,2.0,70000.0,Black
44.0,Male,Masters,Other,11.0,170000.0,White
43.0,Male,PhD,Other,13.0,185000.0,Welsh
54.0,Male,PhD,Software/Developer,17.0,195000.0,Black
32.0,Male,Masters,Software/Developer,6.0,130000.0,Asian
38.0,Male,Masters,Software/Developer,10.0,155000.0,White
49.0,Male,PhD,Software/Developer,15.0,185000.0,White
27.0,Male,Bachelors,Software/Developer,3.0,80000.0,African American
54.0,Male,PhD,Software/Developer,17.0,195000.0,White
31.0,Male,Masters,Other,7.0,135000.0,Asian
24.0,Male,Bachelors,Software/Developer,1.0,55000.0,Hispanic
48.0,Male,PhD,Other,16.0,190000.0,Asian
27.0,Female,Masters,Software/Developer,2.0,70000.0,Mixed
43.0,Male,PhD,Other,13.0,185000.0,Mixed
44.0,Male,Masters,Other,11.0,170000.0,African American
37.0,Male,Masters,Software/Developer,9.0,150000.0,Asian
56.0,Male,PhD,Software/Developer,17.0,195000.0,White
